,facility_name,total_providers,avg_years_experience,total_service_charge,total_insurance_paid
2533,Community Health Clinic,,,,
2534,Oncology Treatment Center,,,,
2535,Cardiology Specialty Center,,,,
2536,Community Health Clinic,,,,
2537,Surgical Specialty Center,,,,
2538,Cardiology Specialty Center,,,,
2539,Primary Care Clinic,,,,
2540,Pediatric Care Center,,,,
2541,Cardiology Specialty Center,,,,
2542,Pediatric Care Center,,,,
2543,Oncology Treatment Center,,,,
2544,Oncology Treatment Center,,,,
2545,Regional Medical Center,,,,
2546,Primary Care Clinic,,,,
2547,Pediatric Care Center,,,,
2548,Cardiology Specialty Center,,,,
2549,Oncology Treatment Center,,,,
2550,Pediatric Care Center,,,,
2551,Surgical Specialty Center,,,,
2552,Oncology Treatment Center,,,,
2553,Pediatric Care Center,,,,
2554,Northside Urgent Care,,,,
2555,Emergency Medical Center,,,,
2556,Oncology Treatment Center,,,,
2557,Pediatric Care Center,,,,
2558,Emergency Medical Center,,,,
2559,Cardiology Specialty Center,,,,
2560,Community Health Clinic,,,,
2561,City General Hospital,,,,
2562,Emergency Medical Center,,,,
2563,Oncology Treatment Center,,,,
2564,Cardiology Specialty Center,,,,
2565,Emergency Medical Center,,,,
2566,Surgical Specialty Center,,,,
2567,Cardiology Specialty Center,,,,
2568,Pediatric Care Center,,,,
2569,Community Health Clinic,,,,
2570,Primary Care Clinic,,,,
2571,Regional Medical Center,,,,
2572,Cardiology Specialty Center,,,,
2573,Emergency Medical Center,,,,
2574,Pediatric Care Center,,,,
2575,City General Hospital,,,,
2576,Northside Urgent Care,,,,
2577,Regional Medical Center,,,,
2578,City General Hospital,,,,
2579,Oncology Treatment Center,,,,
2580,Emergency Medical Center,,,,
2581,Community Health Clinic,,,,
2582,Oncology Treatment Center,,,,
2583,Regional Medical Center,,,,
2584,Community Health Clinic,,,,
2585,Pediatric Care Center,,,,
2586,Emergency Medical Center,,,,
2587,Primary Care Clinic,,,,
2588,Surgical Specialty Center,,,,
2589,Oncology Treatment Center,,,,
2590,Community Health Clinic,,,,
2591,Primary Care Clinic,,,,
2592,Surgical Specialty Center,,,,
2593,Surgical Specialty Center,,,,
2594,Cardiology Specialty Center,,,,
2595,Primary Care Clinic,,,,
2596,Primary Care Clinic,,,,
2597,Pediatric Care Center,,,,
2598,Cardiology Specialty Center,,,,
2599,Surgical Specialty Center,,,,
2600,Oncology Treatment Center,,,,
2601,Oncology Treatment Center,,,,
2602,Oncology Treatment Center,,,,
2603,Pediatric Care Center,,,,
2604,Cardiology Specialty Center,,,,
2605,Emergency Medical Center,,,,
2606,City General Hospital,,,,
2607,Cardiology Specialty Center,,,,
2608,Pediatric Care Center,,,,
2609,Community Health Clinic,,,,
2610,Primary Care Clinic,,,,
2611,Oncology Treatment Center,,,,
2612,Community Health Clinic,,,,
2613,Emergency Medical Center,,,,
2614,Surgical Specialty Center,,,,
2615,Primary Care Clinic,,,,
2616,Surgical Specialty Center,,,,
2617,Cardiology Specialty Center,,,,
2618,Community Health Clinic,,,,
2619,Community Health Clinic,,,,
2620,Emergency Medical Center,,,,
2621,Regional Medical Center,,,,
2622,Regional Medical Center,,,,
2623,Oncology Treatment Center,,,,
2624,Regional Medical Center,,,,
2625,Pediatric Care Center,,,,
2626,Emergency Medical Center,,,,
2627,Surgical Specialty Center,,,,
2628,Northside Urgent Care,,,,
2629,Northside Urgent Care,,,,
2630,Primary Care Clinic,,,,
2631,Oncology Treatment Center,,,,
2632,City General Hospital,,,,
2633,Community Health Clinic,,,,
2634,Northside Urgent Care,,,,
2635,Emergency Medical Center,,,,
2636,Surgical Specialty Center,,,,
2637,Oncology Treatment Center,,,,
2638,City General Hospital,,,,
2639,Cardiology Specialty Center,,,,
2640,Regional Medical Center,,,,
2641,Primary Care Clinic,,,,
2642,Primary Care Clinic,,,,
2643,Oncology Treatment Center,,,,
2644,Regional Medical Center,,,,
2645,Surgical Specialty Center,,,,
2646,Pediatric Care Center,,,,
2647,Oncology Treatment Center,,,,
2648,Surgical Specialty Center,,,,
2649,Cardiology Specialty Center,,,,
2650,City General Hospital,,,,
2651,Primary Care Clinic,,,,
2652,Community Health Clinic,,,,
2653,Regional Medical Center,,,,
2654,Surgical Specialty Center,,,,
2655,Primary Care Clinic,,,,
2656,Cardiology Specialty Center,,,,
2657,Regional Medical Center,,,,
2658,Oncology Treatment Center,,,,
2659,Northside Urgent Care,,,,
2660,City General Hospital,,,,
2661,Pediatric Care Center,,,,
2662,Emergency Medical Center,,,,
2663,Primary Care Clinic,,,,
2664,Primary Care Clinic,,,,
2665,Northside Urgent Care,,,,
2666,Primary Care Clinic,,,,
2667,Emergency Medical Center,,,,
2668,Primary Care Clinic,,,,
2669,Cardiology Specialty Center,,,,
2670,Emergency Medical Center,,,,
2671,Regional Medical Center,,,,
2672,Emergency Medical Center,,,,
2673,Regional Medical Center,,,,
2674,Community Health Clinic,,,,
2675,City General Hospital,,,,
2676,Cardiology Specialty Center,,,,
2677,Oncology Treatment Center,,,,
2678,Regional Medical Center,,,,
2679,City General Hospital,,,,
2680,Surgical Specialty Center,,,,
2681,City General Hospital,,,,
2682,Emergency Medical Center,,,,
2683,Emergency Medical Center,,,,
2684,Pediatric Care Center,,,,
2685,Primary Care Clinic,,,,
2686,Emergency Medical Center,,,,
2687,Oncology Treatment Center,,,,
2688,Cardiology Specialty Center,,,,
2689,Cardiology Specialty Center,,,,
2690,Surgical Specialty Center,,,,
2691,Northside Urgent Care,,,,
2692,Primary Care Clinic,,,,
2693,Northside Urgent Care,,,,
2694,Community Health Clinic,,,,
2695,Regional Medical Center,,,,
2696,Pediatric Care Center,,,,
2697,City General Hospital,,,,
2698,Oncology Treatment Center,,,,
2699,Pediatric Care Center,,,,
2700,Primary Care Clinic,,,,
2701,Pediatric Care Center,,,,
2702,Cardiology Specialty Center,,,,
2703,Community Health Clinic,,,,
2704,Regional Medical Center,,,,
2705,Cardiology Specialty Center,,,,
2706,Primary Care Clinic,,,,
2707,Surgical Specialty Center,,,,
2708,City General Hospital,,,,
2709,Community Health Clinic,,,,
2710,Cardiology Specialty Center,,,,
2711,Emergency Medical Center,,,,
2712,Surgical Specialty Center,,,,
2713,Pediatric Care Center,,,,
2714,Community Health Clinic,,,,
2715,Surgical Specialty Center,,,,
2716,City General Hospital,,,,
2717,Primary Care Clinic,,,,
2718,Cardiology Specialty Center,,,,
2719,City General Hospital,,,,
2720,Pediatric Care Center,,,,
2721,Pediatric Care Center,,,,
2722,Community Health Clinic,,,,
2723,Regional Medical Center,,,,
2724,Regional Medical Center,,,,
2725,Pediatric Care Center,,,,
2726,Primary Care Clinic,,,,
2727,Regional Medical Center,,,,
2728,Northside Urgent Care,,,,
2729,Surgical Specialty Center,,,,
2730,Primary Care Clinic,,,,
2731,Emergency Medical Center,,,,
2732,Community Health Clinic,,,,
2733,Emergency Medical Center,,,,
2734,Primary Care Clinic,,,,
2735,Primary Care Clinic,,,,
2736,Northside Urgent Care,,,,
2737,Surgical Specialty Center,,,,
2738,Oncology Treatment Center,,,,
2739,City General Hospital,,,,
2740,Northside Urgent Care,,,,
2741,Primary Care Clinic,,,,
2742,Emergency Medical Center,,,,
2743,Northside Urgent Care,,,,
2744,City General Hospital,,,,
2745,Surgical Specialty Center,,,,
2746,Oncology Treatment Center,,,,
2747,Community Health Clinic,,,,
2748,Surgical Specialty Center,,,,
2749,Northside Urgent Care,,,,
2750,Cardiology Specialty Center,,,,
2751,Northside Urgent Care,,,,
2752,Northside Urgent Care,,,,
2753,Cardiology Specialty Center,,,,
2754,Cardiology Specialty Center,,,,
2755,Surgical Specialty Center,,,,
2756,Northside Urgent Care,,,,
2757,City General Hospital,,,,
2758,Pediatric Care Center,,,,
2759,Oncology Treatment Center,,,,
2760,Cardiology Specialty Center,,,,
2761,Northside Urgent Care,,,,
2762,Oncology Treatment Center,,,,
2763,Emergency Medical Center,,,,
2764,City General Hospital,,,,
2765,City General Hospital,,,,
2766,Surgical Specialty Center,,,,
2767,Pediatric Care Center,,,,
2768,Emergency Medical Center,,,,
2769,Regional Medical Center,,,,
2770,Cardiology Specialty Center,,,,
2771,Community Health Clinic,,,,
2772,Oncology Treatment Center,,,,
2773,Oncology Treatment Center,,,,
2774,Oncology Treatment Center,,,,
2775,Oncology Treatment Center,,,,
2776,Northside Urgent Care,,,,
2777,Northside Urgent Care,,,,
2778,Surgical Specialty Center,,,,
2779,Pediatric Care Center,,,,
2780,Emergency Medical Center,,,,
2781,Surgical Specialty Center,,,,
2782,Cardiology Specialty Center,,,,
2783,Northside Urgent Care,,,,
2784,Surgical Specialty Center,,,,
2785,Pediatric Care Center,,,,
2786,Northside Urgent Care,,,,
2787,City General Hospital,,,,
2788,Surgical Specialty Center,,,,
2789,Pediatric Care Center,,,,
2790,Oncology Treatment Center,,,,
2791,Pediatric Care Center,,,,
2792,Community Health Clinic,,,,
2793,Surgical Specialty Center,,,,
2794,City General Hospital,,,,
2795,Oncology Treatment Center,,,,
2796,Northside Urgent Care,,,,
2797,Cardiology Specialty Center,,,,
2798,Community Health Clinic,,,,
2799,Primary Care Clinic,,,,
2800,Regional Medical Center,,,,
2801,Community Health Clinic,,,,
2802,Community Health Clinic,,,,
2803,Community Health Clinic,,,,
2804,Emergency Medical Center,,,,
2805,Primary Care Clinic,,,,
2806,Cardiology Specialty Center,,,,
2807,Community Health Clinic,,,,
2808,Primary Care Clinic,,,,
2809,Emergency Medical Center,,,,
2810,City General Hospital,,,,
2811,Primary Care Clinic,,,,
2812,Northside Urgent Care,,,,
2813,Surgical Specialty Center,,,,
2814,Northside Urgent Care,,,,
2815,Northside Urgent Care,,,,
2816,Primary Care Clinic,,,,
2817,City General Hospital,,,,
2818,Pediatric Care Center,,,,
2819,Primary Care Clinic,,,,
2820,Surgical Specialty Center,,,,
2821,Primary Care Clinic,,,,
2822,Community Health Clinic,,,,
2823,Surgical Specialty Center,,,,
2824,Regional Medical Center,,,,
2825,City General Hospital,,,,
2826,City General Hospital,,,,
2827,City General Hospital,,,,
2828,Oncology Treatment Center,,,,
2829,Northside Urgent Care,,,,
2830,Primary Care Clinic,,,,
2831,Surgical Specialty Center,,,,
2832,Surgical Specialty Center,,,,
2833,Pediatric Care Center,,,,
2834,Emergency Medical Center,,,,
2835,Primary Care Clinic,,,,
2836,City General Hospital,,,,
2837,Cardiology Specialty Center,,,,
2838,Emergency Medical Center,,,,
2839,Northside Urgent Care,,,,
2840,Oncology Treatment Center,,,,
2841,Primary Care Clinic,,,,
2842,Surgical Specialty Center,,,,
2843,Oncology Treatment Center,,,,
2844,Pediatric Care Center,,,,
2845,Regional Medical Center,,,,
2846,Primary Care Clinic,,,,
2847,Community Health Clinic,,,,
2848,Surgical Specialty Center,,,,
2849,Primary Care Clinic,,,,
2850,Oncology Treatment Center,,,,
2851,Pediatric Care Center,,,,
2852,City General Hospital,,,,
2853,Surgical Specialty Center,,,,
2854,Emergency Medical Center,,,,
2855,Pediatric Care Center,,,,
2856,Surgical Specialty Center,,,,
2857,Regional Medical Center,,,,
2858,Northside Urgent Care,,,,
2859,Oncology Treatment Center,,,,
2860,Oncology Treatment Center,,,,
2861,Northside Urgent Care,,,,
2862,Community Health Clinic,,,,
2863,City General Hospital,,,,
2864,Oncology Treatment Center,,,,
2865,Surgical Specialty Center,,,,
2866,Northside Urgent Care,,,,
2867,Community Health Clinic,,,,
2868,Emergency Medical Center,,,,
2869,Regional Medical Center,,,,
2870,Regional Medical Center,,,,
2871,Surgical Specialty Center,,,,
2872,City General Hospital,,,,
2873,Emergency Medical Center,,,,
2874,Cardiology Specialty Center,,,,
2875,Oncology Treatment Center,,,,
2876,City General Hospital,,,,
2877,City General Hospital,,,,
2878,Pediatric Care Center,,,,
2879,Pediatric Care Center,,,,
2880,Primary Care Clinic,,,,
2881,Pediatric Care Center,,,,
2882,Pediatric Care Center,,,,
2883,Pediatric Care Center,,,,
2884,Pediatric Care Center,,,,
2885,Surgical Specialty Center,,,,
2886,Oncology Treatment Center,,,,
2887,Oncology Treatment Center,,,,
2888,Pediatric Care Center,,,,
2889,Community Health Clinic,,,,
2890,Emergency Medical Center,,,,
2891,Regional Medical Center,,,,
2892,Emergency Medical Center,,,,
2893,Oncology Treatment Center,,,,
2894,Northside Urgent Care,,,,
2895,Emergency Medical Center,,,,
2896,Cardiology Specialty Center,,,,
2897,Primary Care Clinic,,,,
2898,Primary Care Clinic,,,,
2899,Cardiology Specialty Center,,,,
2900,Emergency Medical Center,,,,
2901,Community Health Clinic,,,,
2902,Pediatric Care Center,,,,
2903,Pediatric Care Center,,,,
2904,Community Health Clinic,,,,
2905,Community Health Clinic,,,,
2906,Community Health Clinic,,,,
2907,Surgical Specialty Center,,,,
2908,Pediatric Care Center,,,,
2909,Cardiology Specialty Center,,,,
2910,Primary Care Clinic,,,,
2911,Surgical Specialty Center,,,,
2912,Cardiology Specialty Center,,,,
2913,Northside Urgent Care,,,,
2914,City General Hospital,,,,
2915,Emergency Medical Center,,,,
2916,Emergency Medical Center,,,,
2917,City General Hospital,,,,
2918,Emergency Medical Center,,,,
2919,Community Health Clinic,,,,
2920,Regional Medical Center,,,,
2921,Surgical Specialty Center,,,,
2922,Regional Medical Center,,,,
2923,Regional Medical Center,,,,
2924,Oncology Treatment Center,,,,
2925,Primary Care Clinic,,,,
2926,Regional Medical Center,,,,
2927,Pediatric Care Center,,,,
2928,Oncology Treatment Center,,,,
2929,Community Health Clinic,,,,
2930,Northside Urgent Care,,,,
2931,Emergency Medical Center,,,,
2932,Oncology Treatment Center,,,,
2933,Cardiology Specialty Center,,,,
2934,Emergency Medical Center,,,,
2935,Cardiology Specialty Center,,,,
2936,Regional Medical Center,,,,
2937,Cardiology Specialty Center,,,,
2938,Surgical Specialty Center,,,,
2939,Cardiology Specialty Center,,,,
2940,Pediatric Care Center,,,,
2941,Northside Urgent Care,,,,
2942,Surgical Specialty Center,,,,
2943,Cardiology Specialty Center,,,,
2944,Oncology Treatment Center,,,,
2945,Emergency Medical Center,,,,
2946,Northside Urgent Care,,,,
2947,Regional Medical Center,,,,
2948,City General Hospital,,,,
2949,Surgical Specialty Center,,,,
2950,City General Hospital,,,,
2951,Emergency Medical Center,,,,
2952,Primary Care Clinic,,,,
2953,Surgical Specialty Center,,,,
2954,Northside Urgent Care,,,,
2955,Cardiology Specialty Center,,,,
2956,Cardiology Specialty Center,,,,
2957,Cardiology Specialty Center,,,,
2958,Regional Medical Center,,,,
2959,Regional Medical Center,,,,
2960,Northside Urgent Care,,,,
2961,Emergency Medical Center,,,,
2962,Primary Care Clinic,,,,
2963,Regional Medical Center,,,,
2964,Regional Medical Center,,,,
2965,Northside Urgent Care,,,,
2966,Oncology Treatment Center,,,,
2967,Cardiology Specialty Center,,,,
2968,Northside Urgent Care,,,,
2969,Emergency Medical Center,,,,
2970,Primary Care Clinic,,,,
2971,Surgical Specialty Center,,,,
2972,Primary Care Clinic,,,,
2973,Pediatric Care Center,,,,
2974,City General Hospital,,,,
2975,Oncology Treatment Center,,,,
2976,Regional Medical Center,,,,
2977,Pediatric Care Center,,,,
2978,Surgical Specialty Center,,,,
2979,Community Health Clinic,,,,
2980,Emergency Medical Center,,,,
2981,City General Hospital,,,,
2982,Pediatric Care Center,,,,
2983,Pediatric Care Center,,,,
2984,City General Hospital,,,,
2985,Community Health Clinic,,,,
2986,Surgical Specialty Center,,,,
2987,Surgical Specialty Center,,,,
2988,City General Hospital,,,,
2989,Pediatric Care Center,,,,
2990,Surgical Specialty Center,,,,
2991,City General Hospital,,,,
2992,Community Health Clinic,,,,
2993,City General Hospital,,,,
2994,Primary Care Clinic,,,,
2995,Community Health Clinic,,,,
2996,Surgical Specialty Center,,,,
2997,Northside Urgent Care,,,,
2998,Pediatric Care Center,,,,
2999,Cardiology Specialty Center,,,,
3000,Surgical Specialty Center,,,,
3001,Pediatric Care Center,,,,
3002,Cardiology Specialty Center,,,,
3003,Surgical Specialty Center,,,,
3004,Oncology Treatment Center,,,,
3005,City General Hospital,,,,
3006,Oncology Treatment Center,,,,
3007,Regional Medical Center,,,,
3008,Northside Urgent Care,,,,
3009,Emergency Medical Center,,,,
3010,Oncology Treatment Center,,,,
3011,Cardiology Specialty Center,,,,
3012,Pediatric Care Center,,,,
3013,Cardiology Specialty Center,,,,
3014,Pediatric Care Center,,,,
3015,Cardiology Specialty Center,,,,
3016,Primary Care Clinic,,,,
3017,Community Health Clinic,,,,
3018,Northside Urgent Care,,,,
3019,Surgical Specialty Center,,,,
3020,Regional Medical Center,,,,
3021,Oncology Treatment Center,,,,
3022,Regional Medical Center,,,,
3023,Regional Medical Center,,,,
3024,Regional Medical Center,,,,
3025,Regional Medical Center,,,,
3026,Primary Care Clinic,,,,
3027,Oncology Treatment Center,,,,
3028,Pediatric Care Center,,,,
3029,Emergency Medical Center,,,,
3030,Surgical Specialty Center,,,,
3031,Emergency Medical Center,,,,
3032,Cardiology Specialty Center,,,,
3033,Regional Medical Center,,,,
3034,Community Health Clinic,,,,
3035,City General Hospital,,,,
3036,Primary Care Clinic,,,,
3037,Primary Care Clinic,,,,
3038,Emergency Medical Center,,,,
3039,Regional Medical Center,,,,
3040,Regional Medical Center,,,,
3041,Regional Medical Center,,,,
3042,Pediatric Care Center,,,,
3043,Surgical Specialty Center,,,,
3044,Community Health Clinic,,,,
3045,Regional Medical Center,,,,
3046,Surgical Specialty Center,,,,
3047,Cardiology Specialty Center,,,,
3048,Primary Care Clinic,,,,
3049,Primary Care Clinic,,,,
3050,City General Hospital,,,,
3051,Oncology Treatment Center,,,,
3052,Community Health Clinic,,,,
3053,Pediatric Care Center,,,,
3054,Pediatric Care Center,,,,
3055,Cardiology Specialty Center,,,,
3056,Surgical Specialty Center,,,,
3057,Oncology Treatment Center,,,,
3058,Oncology Treatment Center,,,,
3059,Community Health Clinic,,,,
3060,Oncology Treatment Center,,,,
3061,City General Hospital,,,,
3062,Regional Medical Center,,,,
3063,Northside Urgent Care,,,,
3064,Cardiology Specialty Center,,,,
3065,Northside Urgent Care,,,,
3066,Cardiology Specialty Center,,,,
3067,Primary Care Clinic,,,,
3068,Regional Medical Center,,,,
3069,Cardiology Specialty Center,,,,
3070,Northside Urgent Care,,,,
3071,City General Hospital,,,,
3072,Cardiology Specialty Center,,,,
3073,Cardiology Specialty Center,,,,
3074,Surgical Specialty Center,,,,
3075,Pediatric Care Center,,,,
3076,Oncology Treatment Center,,,,
3077,Cardiology Specialty Center,,,,
3078,City General Hospital,,,,
3079,Primary Care Clinic,,,,
3080,Regional Medical Center,,,,
3081,Emergency Medical Center,,,,
3082,Oncology Treatment Center,,,,
3083,Primary Care Clinic,,,,
3084,Cardiology Specialty Center,,,,
3085,Regional Medical Center,,,,
3086,Community Health Clinic,,,,
3087,Emergency Medical Center,,,,
3088,Primary Care Clinic,,,,
3089,Primary Care Clinic,,,,
3090,Oncology Treatment Center,,,,
3091,Surgical Specialty Center,,,,
3092,Surgical Specialty Center,,,,
3093,Cardiology Specialty Center,,,,
3094,Oncology Treatment Center,,,,
3095,Primary Care Clinic,,,,
3096,Northside Urgent Care,,,,
3097,Primary Care Clinic,,,,
3098,Community Health Clinic,,,,
3099,Northside Urgent Care,,,,
3100,Community Health Clinic,,,,
3101,Emergency Medical Center,,,,
3102,City General Hospital,,,,
3103,Pediatric Care Center,,,,
3104,Community Health Clinic,,,,
3105,Cardiology Specialty Center,,,,
3106,City General Hospital,,,,
3107,Surgical Specialty Center,,,,
3108,Community Health Clinic,,,,
3109,Pediatric Care Center,,,,
3110,Regional Medical Center,,,,
3111,Oncology Treatment Center,,,,
3112,Oncology Treatment Center,,,,
3113,Regional Medical Center,,,,
3114,Primary Care Clinic,,,,
3115,Pediatric Care Center,,,,
3116,Surgical Specialty Center,,,,
3117,Surgical Specialty Center,,,,
3118,Oncology Treatment Center,,,,
3119,Regional Medical Center,,,,
3120,Emergency Medical Center,,,,
3121,Regional Medical Center,,,,
3122,Emergency Medical Center,,,,
3123,Primary Care Clinic,,,,
3124,Emergency Medical Center,,,,
3125,City General Hospital,,,,
3126,Cardiology Specialty Center,,,,
3127,Primary Care Clinic,,,,
3128,Surgical Specialty Center,,,,
3129,Oncology Treatment Center,,,,
3130,Northside Urgent Care,,,,
3131,Primary Care Clinic,,,,
3132,City General Hospital,,,,
3133,Emergency Medical Center,,,,
3134,Regional Medical Center,,,,
3135,Community Health Clinic,,,,
3136,Emergency Medical Center,,,,
3137,Primary Care Clinic,,,,
3138,Pediatric Care Center,,,,
3139,Community Health Clinic,,,,
3140,Cardiology Specialty Center,,,,
3141,Emergency Medical Center,,,,
3142,Surgical Specialty Center,,,,
3143,Cardiology Specialty Center,,,,
3144,Surgical Specialty Center,,,,
3145,Surgical Specialty Center,,,,
3146,Pediatric Care Center,,,,
3147,Primary Care Clinic,,,,
3148,Cardiology Specialty Center,,,,
3149,Community Health Clinic,,,,
3150,Regional Medical Center,,,,
3151,Surgical Specialty Center,,,,
3152,Surgical Specialty Center,,,,
3153,Primary Care Clinic,,,,
3154,City General Hospital,,,,
3155,Oncology Treatment Center,,,,
3156,Oncology Treatment Center,,,,
3157,Oncology Treatment Center,,,,
3158,Surgical Specialty Center,,,,
3159,Regional Medical Center,,,,
3160,Regional Medical Center,,,,
3161,Emergency Medical Center,,,,
3162,Oncology Treatment Center,,,,
3163,City General Hospital,,,,
3164,Oncology Treatment Center,,,,
3165,Surgical Specialty Center,,,,
3166,Pediatric Care Center,,,,
3167,Community Health Clinic,,,,
3168,Cardiology Specialty Center,,,,
3169,Cardiology Specialty Center,,,,
3170,Northside Urgent Care,,,,
3171,Primary Care Clinic,,,,
3172,Pediatric Care Center,,,,
3173,Regional Medical Center,,,,
3174,Oncology Treatment Center,,,,
3175,Northside Urgent Care,,,,
3176,Pediatric Care Center,,,,
3177,Pediatric Care Center,,,,
3178,Surgical Specialty Center,,,,
3179,Northside Urgent Care,,,,
3180,Emergency Medical Center,,,,
3181,Community Health Clinic,,,,
3182,City General Hospital,,,,
3183,Surgical Specialty Center,,,,
3184,Regional Medical Center,,,,
3185,Oncology Treatment Center,,,,
3186,Primary Care Clinic,,,,
3187,Emergency Medical Center,,,,
3188,Pediatric Care Center,,,,
3189,Regional Medical Center,,,,
3190,Emergency Medical Center,,,,
3191,Pediatric Care Center,,,,
3192,City General Hospital,,,,
3193,Oncology Treatment Center,,,,
3194,Oncology Treatment Center,,,,
3195,Primary Care Clinic,,,,
3196,Oncology Treatment Center,,,,
3197,Surgical Specialty Center,,,,
3198,Northside Urgent Care,,,,
3199,Primary Care Clinic,,,,
3200,Pediatric Care Center,,,,
3201,Surgical Specialty Center,,,,
3202,Cardiology Specialty Center,,,,
3203,Cardiology Specialty Center,,,,
3204,Emergency Medical Center,,,,
3205,City General Hospital,,,,
3206,Community Health Clinic,,,,
3207,Primary Care Clinic,,,,
3208,Emergency Medical Center,,,,
3209,Surgical Specialty Center,,,,
3210,Pediatric Care Center,,,,
3211,Pediatric Care Center,,,,
3212,Pediatric Care Center,,,,
3213,Surgical Specialty Center,,,,
3214,Surgical Specialty Center,,,,
3215,Pediatric Care Center,,,,
3216,Surgical Specialty Center,,,,
3217,Surgical Specialty Center,,,,
3218,Pediatric Care Center,,,,
3219,Pediatric Care Center,,,,
3220,Primary Care Clinic,,,,
3221,Cardiology Specialty Center,,,,
3222,Surgical Specialty Center,,,,
3223,City General Hospital,,,,
3224,Surgical Specialty Center,,,,
3225,Community Health Clinic,,,,
3226,Pediatric Care Center,,,,
3227,City General Hospital,,,,
3228,City General Hospital,,,,
3229,Oncology Treatment Center,,,,
3230,Pediatric Care Center,,,,
3231,Primary Care Clinic,,,,
3232,Primary Care Clinic,,,,
3233,Primary Care Clinic,,,,
3234,Pediatric Care Center,,,,
3235,Pediatric Care Center,,,,
3236,Surgical Specialty Center,,,,
3237,Cardiology Specialty Center,,,,
3238,Emergency Medical Center,,,,
3239,City General Hospital,,,,
3240,Community Health Clinic,,,,
3241,Emergency Medical Center,,,,
3242,City General Hospital,,,,
3243,Northside Urgent Care,,,,
3244,Oncology Treatment Center,,,,
3245,Oncology Treatment Center,,,,
3246,Northside Urgent Care,,,,
3247,Northside Urgent Care,,,,
3248,Cardiology Specialty Center,,,,
3249,Pediatric Care Center,,,,
3250,Primary Care Clinic,,,,
3251,Oncology Treatment Center,,,,
3252,Regional Medical Center,,,,
3253,Regional Medical Center,,,,
3254,Primary Care Clinic,,,,
3255,Emergency Medical Center,,,,
3256,Community Health Clinic,,,,
3257,Community Health Clinic,,,,
3258,Cardiology Specialty Center,,,,
3259,Northside Urgent Care,,,,
3260,Northside Urgent Care,,,,
3261,Surgical Specialty Center,,,,
3262,Community Health Clinic,,,,
3263,Emergency Medical Center,,,,
3264,Regional Medical Center,,,,
3265,City General Hospital,,,,
3266,Emergency Medical Center,,,,
3267,Pediatric Care Center,,,,
3268,Community Health Clinic,,,,
3269,City General Hospital,,,,
3270,Community Health Clinic,,,,
3271,Cardiology Specialty Center,,,,
3272,Primary Care Clinic,,,,
3273,Primary Care Clinic,,,,
3274,Surgical Specialty Center,,,,
3275,Oncology Treatment Center,,,,
3276,City General Hospital,,,,
3277,Surgical Specialty Center,,,,
3278,Regional Medical Center,,,,
3279,Cardiology Specialty Center,,,,
3280,Surgical Specialty Center,,,,
3281,Emergency Medical Center,,,,
3282,Northside Urgent Care,,,,
3283,City General Hospital,,,,
3284,Community Health Clinic,,,,
3285,Northside Urgent Care,,,,
3286,Cardiology Specialty Center,,,,
3287,Pediatric Care Center,,,,
3288,Primary Care Clinic,,,,
3289,Community Health Clinic,,,,
3290,Surgical Specialty Center,,,,
3291,Northside Urgent Care,,,,
3292,Emergency Medical Center,,,,
3293,Emergency Medical Center,,,,
3294,Northside Urgent Care,,,,
3295,Northside Urgent Care,,,,
3296,Oncology Treatment Center,,,,
3297,City General Hospital,,,,
3298,Regional Medical Center,,,,
3299,Primary Care Clinic,,,,
3300,Surgical Specialty Center,,,,
3301,Oncology Treatment Center,,,,
3302,Regional Medical Center,,,,
3303,Surgical Specialty Center,,,,
3304,Emergency Medical Center,,,,
3305,Cardiology Specialty Center,,,,
3306,Surgical Specialty Center,,,,
3307,Regional Medical Center,,,,
3308,Community Health Clinic,,,,
3309,Surgical Specialty Center,,,,
3310,Emergency Medical Center,,,,
3311,Cardiology Specialty Center,,,,
3312,Cardiology Specialty Center,,,,
3313,Cardiology Specialty Center,,,,
3314,Cardiology Specialty Center,,,,
3315,Surgical Specialty Center,,,,
3316,Cardiology Specialty Center,,,,
3317,Pediatric Care Center,,,,
3318,Surgical Specialty Center,,,,
3319,Community Health Clinic,,,,
3320,Emergency Medical Center,,,,
3321,Surgical Specialty Center,,,,
3322,Pediatric Care Center,,,,
3323,Primary Care Clinic,,,,
3324,Surgical Specialty Center,,,,
3325,Surgical Specialty Center,,,,
3326,Northside Urgent Care,,,,
3327,Northside Urgent Care,,,,
3328,Pediatric Care Center,,,,
3329,Surgical Specialty Center,,,,
3330,Northside Urgent Care,,,,
3331,Northside Urgent Care,,,,
3332,Cardiology Specialty Center,,,,
3333,Northside Urgent Care,,,,
3334,Cardiology Specialty Center,,,,
3335,Emergency Medical Center,,,,
3336,City General Hospital,,,,
3337,Cardiology Specialty Center,,,,
3338,Northside Urgent Care,,,,
3339,Community Health Clinic,,,,
3340,Cardiology Specialty Center,,,,
3341,Northside Urgent Care,,,,
3342,Oncology Treatment Center,,,,
3343,Northside Urgent Care,,,,
3344,Community Health Clinic,,,,
3345,Northside Urgent Care,,,,
3346,Emergency Medical Center,,,,
3347,Surgical Specialty Center,,,,
3348,Northside Urgent Care,,,,
3349,Primary Care Clinic,,,,
3350,Community Health Clinic,,,,
3351,Oncology Treatment Center,,,,
3352,Cardiology Specialty Center,,,,
